Sample_name,assay_variable,Copy #,Positives,Negatives,Accepted Droplets,Label_tube,Tube ID,biological_replicates,Target,Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,template_vol,ExptType,FractionalAbundance,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,CT
UF,DI,0,0,13900,13900,UFDI2,DI2,2,N2_multiplex,Manual,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,0,,,0.25,0,0,0,7,13893,0,,,,,,,,,,,,,,,,,,,,,,,,2074.6,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,9.09090909090909,Rare Event Detection,,1,1,4034,0,2074.6,,,0.12,0,
UF,DI,0.352,2,14771,14773,UFDI3,DI3,3,N2_multiplex,Manual,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,3.2,,,0.51,0.02,0,2,2,14769,0,,,,,,,,,,,,1,,,3.2,0,,,,100,0,,,2073.2,Rare Event Detection Experiment,,,,,,,,,,,,2.1,0,,,76,24,9.09090909090909,Rare Event Detection,50,1,1,4034,9573.1,2072.2,,,0.31,0.07,
E,DI,0.198,1,13200,13201,EDI1,DI1,1,N2_multiplex,Manual,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,1.8,,,0.43,0,0,1,0,13200,0,,,,,,,,,,,,,,,,,,,,,,,,2048.2,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,9.09090909090909,Rare Event Detection,,1,1,4034,9756.5,2047.6,,,0.22,0.02,
E,DI,0,0,12258,12258,EDI2,DI2,2,N2_multiplex,Manual,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,0,,,0.29,0,0,0,8,12250,0,,,,,,,,,,,,,,,,,,,,,,,,2079.7,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,9.09090909090909,Rare Event Detection,,1,1,4034,0,2079.7,,,0.13,0,
E,DI,0,0,9127,9127,EDI3,DI3,3,N2_multiplex,Manual,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,0,,,0.39,0,0,0,2,9125,0,,,,,,,,,,,,,,,,,,,,,,,,2021.4,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,9.09090909090909,Rare Event Detection,,1,1,4034,0,2021.4,,,0.18,0,
HA,DI,0.902,5,14201,14206,HADI1,DI1,1,N1_multiplex,Manual,RED,,Ch2Unknown,One-Step RT-ddPCR Kit for Probes,,8.2,,,0.9,0.15,0,1,5,14200,0,,,,,,,,,,,,0.2,,,0.71,0,,,,52,0,,,937.03,Rare Event Detection Experiment,,,,,,,,,,,,0.44,0,,,33,0,9.09090909090909,Rare Event Detection,17,1,1,2003,6316.2,935.13,,,0.63,0.25,
HA,DI,0.792,5,16235,16240,HADI2,DI2,2,N1_multiplex,Manual,RED,,Ch2Unknown,One-Step RT-ddPCR Kit for Probes,,7.2,,,0.79,0.13,0,2,5,16233,0,,,,,,,,,,,,0.4,,,1.1,0,,,,65,0,,,934.25,Rare Event Detection Experiment,,,,,,,,,,,,0.75,0.05,,,46,11,9.09090909090909,Rare Event Detection,29,1,1,2003,6383.5,932.57,,,0.55,0.22,
HA,DI,0.902,5,14509,14514,HADI3,DI3,3,N1_multiplex,Manual,RED,,Ch2Unknown,One-Step RT-ddPCR Kit for Probes,,8.2,,,0.88,0.14,0,2,5,14507,0,,,,,,,,,,,,0.4,,,1.1,0,,,,65,0,,,932.19,Rare Event Detection Experiment,,,,,,,,,,,,0.75,0.05,,,46,11,9.09090909090909,Rare Event Detection,29,1,1,2003,5999.3,930.45,,,0.62,0.25,
D,DI,0.858,5,15094,15099,DDI1,DI1,1,N1_multiplex,Manual,RED,,Ch2Unknown,One-Step RT-ddPCR Kit for Probes,,7.8,,,0.85,0.14,0,2,5,15092,0,,,,,,,,,,,,0.4,,,1.1,0,,,,65,0,,,918.81,Rare Event Detection Experiment,,,,,,,,,,,,0.75,0.05,,,46,11,9.09090909090909,Rare Event Detection,29,1,1,2003,6387.6,916.99,,,0.59,0.24,
D,DI,0.33,2,15837,15839,DDI2,DI2,2,N1_multiplex,Manual,RED,,Ch2Unknown,One-Step RT-ddPCR Kit for Probes,,3,,,0.48,0.02,0,3,2,15834,0,,,,,,,,,,,,1.5,,,4.4,0,,,,107,13,,,927.48,Rare Event Detection Experiment,,,,,,,,,,,,2.9,0.1,,,83,37,9.09090909090909,Rare Event Detection,60,1,1,2003,6220.9,926.81,,,0.29,0.06,
D,DI,0.352,2,15158,15160,DDI3,DI3,3,N1_multiplex,Manual,RED,,Ch2Unknown,One-Step RT-ddPCR Kit for Probes,,3.2,,,0.5,0.02,0,0,2,15158,0,,,,,,,,,,,,,,,,,,,,,,,,929.22,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,9.09090909090909,Rare Event Detection,,1,1,2003,6151.9,928.54,,,0.3,0.07,
UF,DI,0.924,5,14063,14068,UFDI1,DI1,1,N1_multiplex,Manual,RED,,Ch2Unknown,One-Step RT-ddPCR Kit for Probes,,8.4,,,0.91,0.15,0,2,5,14061,0,,,,,,,,,,,,0.4,,,1.1,0,,,,65,0,,,1058.7,Rare Event Detection Experiment,,,,,,,,,,,,0.75,0.05,,,46,11,9.09090909090909,Rare Event Detection,29,1,1,2003,6692.8,1056.7,,,0.64,0.26,
UF,DI,1.298,7,13893,13900,UFDI2,DI2,2,N1_multiplex,Manual,RED,,Ch2Unknown,One-Step RT-ddPCR Kit for Probes,,11.8,,,1.15,0.25,0,0,7,13893,0,,,,,,,,,,,,,,,,,,,,,,,,949.94,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,9.09090909090909,Rare Event Detection,,1,1,2003,6189.8,947.3,,,0.85,0.39,
UF,DI,0.352,2,14771,14773,UFDI3,DI3,3,N1_multiplex,Manual,RED,,Ch2Unknown,One-Step RT-ddPCR Kit for Probes,,3.2,,,0.51,0.02,0,2,2,14769,0,,,,,,,,,,,,1,,,3.2,0,,,,100,0,,,945.11,Rare Event Detection Experiment,,,,,,,,,,,,2.1,0,,,76,24,9.09090909090909,Rare Event Detection,50,1,1,2003,4720.4,944.6,,,0.31,0.07,
E,DI,0,0,13201,13201,EDI1,DI1,1,N1_multiplex,Manual,RED,,Ch2Unknown,One-Step RT-ddPCR Kit for Probes,,0,,,0.27,0,0,1,0,13200,0,,,,,,,,,,,,,,,,,,,,,,,,941.29,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,9.09090909090909,Rare Event Detection,,1,1,2003,0,941.29,,,0.12,0,
E,DI,1.76,8,12250,12258,EDI2,DI2,2,N1_multiplex,Manual,RED,,Ch2Unknown,One-Step RT-ddPCR Kit for Probes,,16,,,1.4,0.3,0,0,8,12250,0,,,,,,,,,,,,,,,,,,,,,,,,968.45,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,9.09090909090909,Rare Event Detection,,1,1,2003,6121.4,965.09,,,1.07,0.53,
E,DI,0.572,2,9125,9127,EDI3,DI3,3,N1_multiplex,Manual,RED,,Ch2Unknown,One-Step RT-ddPCR Kit for Probes,,5.2,,,0.83,0.04,0,0,2,9125,0,,,,,,,,,,,,,,,,,,,,,,,,928.64,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,9.09090909090909,Rare Event Detection,,1,1,2003,6203.1,927.49,,,0.5,0.11,
HA,DI,34.1,81,15442,15523,HADI1,DI1,1,BCoV2,OK,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,124,,,7.6,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3104.5,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,3.63636363636364,Rare Event Detection,,1,1,3732,12570,3054.8,,,6.9,5.5,
HA,DI,40.7,98,15459,15557,HADI2,DI2,2,BCoV2,OK,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,148,,,9,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2905.3,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,3.63636363636364,Rare Event Detection,,1,1,3484,12267,2846,,,8.2,6.7,
HA,DI,50.6,137,17492,17629,HADI3,DI3,3,BCoV2,OK,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,184,,,10.7,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2828,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,3.63636363636364,Rare Event Detection,,1,1,3305,12416,2752.9,,,10,8.4,
D,DI,2.145,5,14951,14956,DDI1,DI1,1,BCoV2,OK,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,7.8,,,0.85,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696.6,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,3.63636363636364,Rare Event Detection,,1,1,3244,10953,2693.9,,,0.6,0.24,
D,DI,1.65,4,15790,15794,DDI2,DI2,2,BCoV2,OK,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,6,,,0.7,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780.3,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,3.63636363636364,Rare Event Detection,,1,1,3314,10689,2778.3,,,0.48,0.17,
D,DI,3.3,8,15600,15608,DDI3,DI3,3,BCoV2,OK,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,12,,,1.13,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2638.3,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,3.63636363636364,Rare Event Detection,,1,1,3143,12319,2633.3,,,0.84,0.41,
UF,DI,2.75,6,14044,14050,UFDI1,DI1,1,BCoV2,OK,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,10,,,1.03,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2566.1,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,3.63636363636364,Rare Event Detection,,1,1,3079,12024,2562.1,,,0.74,0.32,
UF,DI,3.355,8,15328,15336,UFDI2,DI2,2,BCoV2,OK,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,12.2,,,1.15,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2589.3,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,3.63636363636364,Rare Event Detection,,1,1,3053,12046,2584.3,,,0.86,0.42,
UF,DI,4.4,9,13481,13490,UFDI3,DI3,3,BCoV2,OK,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,16,,,1.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2562.9,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,3.63636363636364,Rare Event Detection,,1,1,3023,11126,2557.2,,,1.08,0.55,
E,DI,0,0,14682,14682,EDI1,DI1,1,BCoV2,OK,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,0,,,0.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2621.4,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,3.63636363636364,Rare Event Detection,,1,1,3123,0,2621.4,,,0.11,0,
E,DI,0.44,1,14980,14981,EDI2,DI2,2,BCoV2,OK,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,1.6,,,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595.1,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,3.63636363636364,Rare Event Detection,,1,1,3082,4888,2595,,,0.2,0.02,
E,DI,0.715,2,18534,18536,EDI3,DI3,3,BCoV2,OK,RED,,Ch1Unknown,One-Step RT-ddPCR Kit for Probes,,2.6,,,0.41,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.3,Rare Event Detection Experiment,,,,,,,,,,,,,,,,,,3.63636363636364,Rare Event Detection,,1,1,3054,11097,2599.4,,,0.24,0.06,
NTC,NTC,18.400460815,39,13695,13734,NTC0,0,"",BCoV2,OK,DQ,Unknown,Unknown,One-Step RT-ddPCR Kit for Probes,FAM,66.9107666,,,4.513224125,2.399587631,0,0,0,0,,,,,,,,,3454.186768,,,,,,,,,,,,,,11412.53184,3062.774484,3086.485023,Rare Event Detection Experiment,,,,3.909296989,2.838979006,,,,,,,,,,,,,3.63636363636364,,,,,,,,,,,,
NTC,NTC,18.75061416525,46,15851,15897,NTC0,0,"",BCoV2,OK,DQ,Unknown,Unknown,One-Step RT-ddPCR Kit for Probes,FAM,68.18405151,,,4.495848656,2.51407218,0,0,0,0,,,,,,,,,4662.319824,,,,,,,,,,,,,,12163.02991,2955.067664,2981.712079,Rare Event Detection Experiment,,,,3.935766935,2.931987047,,,,,,,,,,,,,3.63636363636364,,,,,,,,,,,,
NTC,NTC,0,,,,NTC0,0,"",pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC,NTC,0,,,,NTC0,0,"",pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC,NTC,0,,,,NTC0,0,"",pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA,DI,1.51251808588814,,,,HADI1,DI1,1,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3918190002441
D,DI,0,,,,DDI1,DI1,1,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UF,DI,0,,,,UFDI1,DI1,1,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA,DI,0.479749963335508,,,,HADI2,DI2,2,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9726524353027
D,DI,0,,,,DDI2,DI2,2,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UF,DI,0,,,,UFDI2,DI2,2,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA,DI,0.115036119833972,,,,HADI3,DI3,3,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9386253356934
D,DI,0,,,,DDI3,DI3,3,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UF,DI,0,,,,UFDI3,DI3,3,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC,NTC,0,,,,NTC0,0,"",pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC,NTC,0,,,,NTC0,0,"",pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,DI,0,,,,EDI1,DI1,1,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEG,DI,0,,,,PEGDI1,DI1,1,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,DI,0,,,,EDI2,DI2,2,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,DI,0,,,,EDI3,DI3,3,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEG,DI,0,,,,PEGDI3,DI3,3,pMMoV_Vgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
